"","Sim","MeanSTSim","MeanSTAis","SdSTSim","SdSTAis","delta_mean_ST","delta_sd_ST","n_ais_all","n_sim_all","crit_D_all","RMSE_all","nRMSE_all","spear_r_all"
"1","testing1.",4.43493918183733,40.2021857923497,21.4519190985094,40.8168664721173,35.7672466105124,19.3649473736079,183,46,0.201220911121244,81.8597958059048,0.511623723786905,0.521256298600463
