"","Sim","MeanSTSim","MeanSTAis","SdSTSim","SdSTAis","delta_mean_ST","delta_sd_ST","n_ais_all","n_sim_all","crit_D_all","RMSE_all","nRMSE_all","spear_r_all"
"1","2013_cont",11.7662337662338,11.3214756258235,11.0931525308732,10.6236009445055,-0.444758140410315,-0.469551586367611,759,462,0.0719905989638097,9.90168686526582,0.244486095438662,0.645892601007512
