"name","ttime","heading","connected.barges","birthday","origin","destination","link1tt","link2tt","link3tt","link4tt","id"
"1312343",4.5,90,11,3353,"27","74",0,0,0,0,"2666"
"1327941",3,90,10,3397,"19","74",0,0,0,0,"2343"
"1339630",4,90,15,3423,"18","74",0,0,0,0,"537"
"1359016",3,90,11,3473,"22","61",0,0,0,0,"2368"
"1366730",3.5,90,15,3497,"4","71",0,0,0,0,"1981"
"1378352",2.5,90,4,3520,"28","61",0,0,0,0,"2902"
"1386055",3,90,15,3541,"10","74",0,0,0,0,"1264"
"1413347",3,90,15,3617,"7","71",0,0,0,0,"511"
"1421133",3.5,90,15,3639,"10","74",0,0,0,0,"2904"
"1432650",3,90,15,3665,"3","68",0,0,0,0,"289"
"1440379",4.5,90,10,3686,"29","74",0,0,0,0,"540"
"1440381",3.5,90,15,3689,"37","74",0,0,0,0,"1268"
"1467389",4,90,15,3759,"17","74",0,0,0,0,"2438"
"1478989",5.5,90,15,3783,"9","62",0,0,0,0,"2370"
"1486744",2.5,90,15,3809,"40","74",0,0,0,0,"2907"
"1498285",3,90,15,3830,"11","74",0,0,0,0,"1621"
"1498288",8,90,9,3834,"38","74",0,0,0,0,"1274"
"1525399",2.5,90,15,3901,"9","74",0,0,0,0,"2741"
"1533160",3,90,15,3925,"11","74",0,0,0,0,"315"
"1544803",8.5,90,9,3951,"38","66",0,0,0,0,"2441"
"1544805",4.5,90,15,3954,"38","74",0,0,0,0,"2911"
"1564199",2.5,90,15,4001,"38","56",0,0,0,0,"392"
"1579783",3,90,15,4048,"7","74",0,0,0,0,"770"
"1583704",5.5,90,5,4051,"37","71",0,0,0,0,"1967"
"1591473",2.5,90,9,4072,"18","62",0,0,0,0,"933"
"1595301",4,90,14,4089,"31","57",0,0,0,0,"2447"
"1606927",7,90,15,4116,"9","74",0,0,0,0,"1561"
"1606929",5,90,15,4119,"29","74",0,0,0,0,"828"
"1626287",4.5,90,15,4167,"24","58",0,0,0,0,"2915"
"1645651",2.5,90,15,4214,"9","74",0,0,0,0,"1627"
