"name","ttime","heading","connected.barges","birthday","origin","destination","link1tt","link2tt","link3tt","link4tt","id"
"18115",5,90,15,18,"38","74",0,0,0,0,"742"
"25917",4.5,90,15,36,"37","73",0,0,0,0,"1843"
"37463",6,90,11,65,"10","74",0,0,0,0,"2352"
"56886",3.5,90,11,112,"28","74",0,0,0,0,"2403"
"76336",3.5,90,9,162,"5","74",0,0,0,0,"2808"
"91854",5,90,14,207,"22","74",0,0,0,0,"273"
"95716",5.5,90,15,210,"19","62",0,0,0,0,"903"
"111212",3.5,90,15,254,"37","74",0,0,0,0,"2716"
"130722",4,90,5,304,"6","74",0,0,0,0,"2647"
"138558",7,90,15,325,"17","62",0,0,0,0,"2354"
"138560",7.5,90,15,329,"9","74",0,0,0,0,"1550"
"157980",5,90,6,372,"28","74",0,0,0,0,"1217"
"157981",8.5,90,15,373,"37","71",0,0,0,0,"1933"
"196685",4.5,90,15,470,"38","69",0,0,0,0,"2859"
"219988",3,90,3,532,"36","74",0,0,0,0,"2719"
"219989",4,90,15,535,"19","74",0,0,0,0,"2406"
"231549",6,90,15,567,"10","68",0,0,0,0,"526"
"239311",7,90,15,581,"2","74",0,0,0,0,"276"
"250942",3.5,90,15,615,"28","74",0,0,0,0,"1221"
"258661",4,90,13,631,"9","74",0,0,0,0,"2185"
"270284",4,90,15,662,"12","74",0,0,0,0,"2279"
"285732",4,90,13,709,"29","62",0,0,0,0,"617"
"293478",5.5,90,15,723,"16","74",0,0,0,0,"2864"
"297337",6,90,15,738,"39","74",0,0,0,0,"1607"
"305081",4,90,15,759,"37","59",0,0,0,0,"748"
"316694",3.5,90,4,782,"35","71",0,0,0,0,"1936"
"328325",5.5,90,15,819,"3","74",0,0,0,0,"1459"
"355454",3.5,90,13,883,"20","74",0,0,0,0,"2410"
"382428",3.5,90,15,951,"18","74",0,0,0,0,"1223"
"397936",4,90,15,998,"38","68",0,0,0,0,"751"
"409610",5.5,90,15,1024,"31","71",0,0,0,0,"2065"
"417391",4,90,15,1048,"10","74",0,0,0,0,"2412"
"436811",4,90,10,1096,"38","74",0,0,0,0,"2650"
"444533",4,90,15,1110,"20","74",0,0,0,0,"296"
"460059",3.5,90,12,1150,"32","74",0,0,0,0,"2817"
"467731",5.5,90,10,1172,"7","62",0,0,0,0,"626"
"475533",7,90,15,1190,"29","74",0,0,0,0,"1228"
