FID,FID_1,MMSI,IMONumber,VesselType,Latitude,Longitude,PositionTi,Vessel_Len,Vessel_Bre,POI_Name,POIDistanc,IsSat,OBJECTID,Shape_Leng,RiverMile,Distance
0,280,143481,8842260,Tug,40.443985,-80.02389667,2014-02-18 11:00:14.460,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00094576
1,281,143481,8842260,Tug,40.44400167,-80.02388667,2014-02-18 11:30:35.763,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00092675
2,282,143481,8842260,Tug,40.44402833,-80.02393333,2014-02-18 12:00:36.427,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00091653
3,283,143481,8842260,Tug,40.444075,-80.02396333,2014-02-18 12:30:16.150,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.000882
4,284,143481,8842260,Tug,40.44402333,-80.0239,2014-02-18 13:00:14.893,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00091054
5,285,143481,8842260,Tug,40.443995,-80.02388167,2014-02-18 13:30:15.150,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00093146
6,286,143481,8842260,Tug,40.444025,-80.02391167,2014-02-18 14:00:16.327,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00091271
7,287,143481,8842260,Tug,40.444015,-80.02391333,2014-02-18 14:32:35.433,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00092272
8,288,143481,8842260,Tug,40.44402167,-80.02389667,2014-02-18 15:00:36.497,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00091104
9,289,143481,8842260,Tug,40.44399333,-80.02387167,2014-02-18 15:30:36.630,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00092982
10,290,143481,8842260,Tug,40.44404167,-80.023805,2014-02-18 16:01:15.800,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00086259
11,291,143481,8842260,Tug,40.44402333,-80.023905,2014-02-18 16:30:15.317,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00091215
12,292,143481,8842260,Tug,40.444065,-80.02384833,2014-02-18 17:00:35.840,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00085445
13,293,143481,8842260,Tug,40.444075,-80.02391167,2014-02-18 17:31:36.003,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00086537
14,294,143481,8842260,Tug,40.44404667,-80.02389167,2014-02-18 18:01:16.010,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00088576
15,295,143481,8842260,Tug,40.443975,-80.02399167,2014-02-18 18:30:35.907,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.0009858
16,296,143481,8842260,Tug,40.44402833,-80.023855,2014-02-18 19:00:16.053,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00089132
17,297,143481,8842260,Tug,40.44401167,-80.02383167,2014-02-18 19:30:26.153,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00089958
18,298,143481,8842260,Tug,40.44403667,-80.02391833,2014-02-18 20:00:26.113,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00090381
19,299,143481,8842260,Tug,40.444035,-80.02386167,2014-02-18 20:30:26.417,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00088715
20,300,143481,8842260,Tug,40.44402333,-80.02390833,2014-02-18 21:01:25.770,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00091322
21,301,143481,8842260,Tug,40.443965,-80.02387333,2014-02-18 21:30:06.147,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00095718
22,302,143481,8842260,Tug,40.44404167,-80.023905,2014-02-18 22:00:26.343,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00089478
23,303,143481,8842260,Tug,40.44399833,-80.023875,2014-02-18 22:30:46.897,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00092616
24,304,143481,8842260,Tug,40.44406667,-80.02391,2014-02-18 23:00:46.857,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00087272
25,305,143481,8842260,Tug,40.44404333,-80.02388167,2014-02-18 23:30:06.470,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.0008857
26,306,143481,8842260,Tug,40.44397,-80.02386167,2014-02-19 00:00:06.463,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00094869
27,307,143481,8842260,Tug,40.444035,-80.02397833,2014-02-19 00:30:06.203,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.0009247
28,308,143481,8842260,Tug,40.444055,-80.02389333,2014-02-19 01:00:25.977,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00087841
29,309,143481,8842260,Tug,40.444,-80.02388167,2014-02-19 01:30:46.940,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00092673
30,310,143481,8842260,Tug,40.44406667,-80.02396,2014-02-19 02:00:05.943,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00088882
31,311,143481,8842260,Tug,40.44398833,-80.02392333,2014-02-19 02:30:25.953,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00095118
32,312,143481,8842260,Tug,40.44406,-80.02392,2014-02-19 03:00:25.413,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00088226
33,313,143481,8842260,Tug,40.44400667,-80.0239,2014-02-19 03:30:47.200,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00092631
34,314,143481,8842260,Tug,40.44411167,-80.02395833,2014-02-19 04:00:06.190,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00084568
35,315,143481,8842260,Tug,40.44455333,-80.02449333,2014-02-19 04:30:26.150,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0.06,N,1,0.014501179,1,0.00059973
36,316,143481,8842260,Tug,40.444705,-80.02634,2014-02-19 05:00:15.127,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00105055
37,317,143481,8842260,Tug,40.444705,-80.02632,2014-02-19 05:30:35.477,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00104411
38,318,143481,8842260,Tug,40.44476167,-80.026365,2014-02-19 06:00:35.280,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00100494
39,319,143481,8842260,Tug,40.43593167,-80.00304333,2014-02-19 06:32:55.230,24,8,"Gateway Clipper, Station Square Dock, PA",0.17,N,1,0.014501179,1,0.01456249
40,320,143481,8842260,Tug,40.43822333,-80.00950333,2014-02-20 00:49:46.343,24,8,"City of Pittsburgh, Point Mooring and Wharf, PA",0.13,N,1,0.014501179,1,0.00779277
41,463,143481,8842260,Tug,40.44386833,-80.02315667,2014-02-28 19:32:24.623,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00081802
42,464,143481,8842260,Tug,40.443455,-80.02318333,2014-02-28 20:01:15.007,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00121793
43,465,143481,8842260,Tug,40.44360833,-80.022575,2014-02-28 20:30:05.107,24,8,"Tri-River Marine, Dock and Fleet Mooring, PA",0.13,N,1,0.014501179,1,0.00087695
44,1132,366962960,100523550,WIG,40.43703333,-80.00616,2014-02-08 16:00:16.693,48,12,"City of Pittsburgh, Point Mooring and Wharf, PA",0.07,N,1,0.014501179,1,0.01128549
45,1133,366962960,100523550,WIG,40.44047833,-80.01393833,2014-02-09 02:56:37.113,48,12,"City of Pittsburgh, Point Mooring and Wharf, PA",0.36,N,1,0.014501179,1,0.00286801
46,1134,366962960,100523550,WIG,40.44702167,-80.02780833,2014-02-09 03:02:58.207,48,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.21,N,1,0.014501179,1,0.00024954
47,1188,366962960,100523550,WIG,40.442925,-80.018815,2014-02-10 06:02:36.203,48,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.31,N,1,0.014501179,1,0.00031362
48,1189,366962960,100523550,WIG,40.4362,-80.00376333,2014-02-10 20:36:16.950,48,12,"Gateway Clipper, Station Square Dock, PA",0.14,N,1,0.014501179,1,0.01379808
49,1257,366962960,100523550,WIG,40.435435,-80.00186667,2014-02-17 02:05:06.180,48,12,"Gateway Clipper, Station Square Dock, PA",0.23,N,1,0.014501179,1,0.01583782
50,1258,366962960,100523550,WIG,40.43699333,-80.00637,2014-02-17 18:28:27.033,48,12,"Gateway Clipper, Station Square Dock, PA",0,N,1,0.014501179,1,0.01111977
51,1259,366962960,100523550,WIG,40.43809833,-80.00954333,2014-02-17 18:30:17.397,48,12,"City of Pittsburgh, Point Mooring and Wharf, PA",0.14,N,1,0.014501179,1,0.00782588
52,1260,366962960,100523550,WIG,40.43999,-80.01515167,2014-02-17 19:00:17.870,48,12,"City of Pittsburgh, Point Mooring and Wharf, PA",0.41,N,1,0.014501179,1,0.00254169
53,1261,366962960,100523550,WIG,40.43999,-80.01519167,2014-02-17 19:32:16.883,48,12,"City of Pittsburgh, Point Mooring and Wharf, PA",0.41,N,1,0.014501179,1,0.00252672
54,1262,366962960,100523550,WIG,40.44001,-80.015175,2014-02-17 20:02:36.453,48,12,"City of Pittsburgh, Point Mooring and Wharf, PA",0.41,N,1,0.014501179,1,0.00251434
55,1263,366962960,100523550,WIG,40.440025,-80.01516333,2014-02-17 20:36:36.813,48,12,"City of Pittsburgh, Point Mooring and Wharf, PA",0.41,N,1,0.014501179,1,0.00250488
56,1264,366962960,100523550,WIG,40.43999333,-80.015165,2014-02-17 21:01:47.603,48,12,"City of Pittsburgh, Point Mooring and Wharf, PA",0.41,N,1,0.014501179,1,0.00253355
57,1265,366962960,100523550,WIG,40.44601333,-80.02566833,2014-02-17 21:32:45.907,48,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.12,N,1,0.014501179,1,0.00040435
58,1332,366962960,100523550,WIG,40.44575,-80.026195,2014-02-24 16:30:31.820,48,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.11,N,1,0.014501179,1,0.00001449
59,1333,366962960,100523550,WIG,40.44412667,-80.02399,2014-02-24 17:00:11.563,48,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00084167
60,1334,366962960,100523550,WIG,40.43789,-80.008605,2014-02-25 15:07:01.197,48,12,"City of Pittsburgh, Point Mooring and Wharf, PA",0.09,N,1,0.014501179,1,0.00873371
61,1478,366962990,100529829,Vessel,40.44516333,-80.024185,2014-02-08 00:30:38.060,48,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.09,N,1,0.014501179,1,0.00007705
62,1479,366962990,100529829,Vessel,40.43837667,-80.01038,2014-02-08 15:07:39.273,48,12,"City of Pittsburgh, Point Mooring and Wharf, PA",0.17,N,1,0.014501179,1,0.00697536
63,1559,366962990,100529829,Vessel,40.44396333,-80.02118333,2014-02-17 17:00:38.313,48,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.19,N,1,0.014501179,1,0.00009288
64,1560,366962990,100529829,Vessel,40.43640167,-80.00424,2014-02-18 09:06:48.277,48,12,"Gateway Clipper, Station Square Dock, PA",0.13,N,1,0.014501179,1,0.0132815
65,1755,366967450,100608537,Vessel,40.44550667,-80.02531,2014-02-05 05:00:44.290,38,13,"Tri-River Marine, Dock and Fleet Mooring, PA",0.09,N,1,0.014501179,1,0.00004
66,1756,366967450,100608537,Vessel,40.444715,-80.02569167,2014-02-05 06:08:35.527,38,13,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.00083239
67,1757,366967450,100608537,Vessel,40.44421833,-80.02408667,2014-02-05 06:30:45.907,38,13,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.000786
68,1758,366967450,100608537,Vessel,40.44516,-80.02507833,2014-02-05 07:01:14.757,38,13,"Tri-River Marine, Dock and Fleet Mooring, PA",0.07,N,1,0.014501179,1,0.00021365
69,1759,366967450,100608537,Vessel,40.43644667,-80.00407333,2014-02-05 23:08:26.267,38,13,"Gateway Clipper, Station Square Dock, PA",0.14,N,1,0.014501179,1,0.01341095
70,1789,366967450,100608537,Vessel,40.43995667,-80.01355,2014-02-06 15:03:14.257,38,13,"City of Pittsburgh, Point Mooring and Wharf, PA",0.34,N,1,0.014501179,1,0.00350502
71,1790,366967450,100608537,Vessel,40.437525,-80.00754833,2014-02-07 20:15:34.490,38,13,"City of Pittsburgh, Point Mooring and Wharf, PA",0.06,N,1,0.014501179,1,0.00983147
72,1791,366967450,100608537,Vessel,40.44013167,-80.015015,2014-02-07 20:31:34.963,38,13,"City of Pittsburgh, Point Mooring and Wharf, PA",0.4,N,1,0.014501179,1,0.00246936
73,1792,366967450,100608537,Vessel,40.44012,-80.01503833,2014-02-07 21:00:55.610,38,13,"City of Pittsburgh, Point Mooring and Wharf, PA",0.4,N,1,0.014501179,1,0.0024695
74,1793,366967450,100608537,Vessel,40.440145,-80.01506667,2014-02-07 21:30:35.520,38,13,"City of Pittsburgh, Point Mooring and Wharf, PA",0.4,N,1,0.014501179,1,0.00243465
75,1794,366967450,100608537,Vessel,40.440065,-80.01506167,2014-02-07 22:01:54.657,38,13,"City of Pittsburgh, Point Mooring and Wharf, PA",0.4,N,1,0.014501179,1,0.00250912
76,1795,366967450,100608537,Vessel,40.44029333,-80.015415,2014-02-07 22:30:35.580,38,13,"City of Pittsburgh, Point Mooring and Wharf, PA",0.42,N,1,0.014501179,1,0.00216469
77,1919,366967450,100608537,Vessel,40.44050833,-80.01472833,2014-02-21 10:31:13.543,38,13,"City of Pittsburgh, Point Mooring and Wharf, PA",0.4,N,1,0.014501179,1,0.00230038
78,1920,366967450,100608537,Vessel,40.43616167,-80.00334167,2014-02-25 03:54:01.720,38,13,"Gateway Clipper, Station Square Dock, PA",0.16,N,1,0.014501179,1,0.01419357
79,1921,366967450,100608537,Vessel,40.44225333,-80.016495,2014-02-25 04:01:22.430,38,13,"Mile 0 Allegheny River, Pittsburgh, PA - 10EY",0.1,N,1,0.014501179,1,0.00020277
80,2030,366967590,100608409,Vessel,40.44056,-80.01392333,2014-02-10 20:01:16.290,45,14,"City of Pittsburgh, Point Mooring and Wharf, PA",0.36,N,1,0.014501179,1,0.00282732
81,2031,366967590,100608409,Vessel,40.44032333,-80.01351667,2014-02-11 13:58:06.027,45,14,"City of Pittsburgh, Point Mooring and Wharf, PA",0.34,N,1,0.014501179,1,0.00329307
82,2032,366967590,100608409,Vessel,40.44235667,-80.01790333,2014-02-11 14:00:05.937,45,14,"Tri-River Marine, Dock and Fleet Mooring, PA",0.36,N,1,0.014501179,1,0.00055825
83,2033,366967590,100608409,Vessel,40.44466167,-80.02536333,2014-02-11 14:30:44.430,45,14,"Tri-River Marine, Dock and Fleet Mooring, PA",0,N,1,0.014501179,1,0.0007772
84,2138,366967590,100608409,Vessel,40.44416833,-80.02249,2014-02-19 11:00:34.550,45,14,"Tri-River Marine, Dock and Fleet Mooring, PA",0.14,N,1,0.014501179,1,0.00031939
85,2139,366967590,100608409,Vessel,40.44411667,-80.02267833,2014-02-19 11:31:15.950,45,14,"Tri-River Marine, Dock and Fleet Mooring, PA",0.13,N,1,0.014501179,1,0.00042893
86,2140,366967590,100608409,Vessel,40.44075333,-80.01634667,2014-02-19 12:00:54.893,45,14,"Tri-River Marine, Dock and Fleet Mooring, PA",0.46,N,1,0.014501179,1,0.00160278
87,2141,366967590,100608409,Vessel,40.436125,-80.00314333,2014-02-20 11:26:06.377,45,14,"Gateway Clipper, Station Square Dock, PA",0.17,N,1,0.014501179,1,0.0143882
88,2142,366967590,100608409,Vessel,40.43886333,-80.01039,2014-02-20 11:30:44.943,45,14,"City of Pittsburgh, Point Mooring and Wharf, PA",0.18,N,1,0.014501179,1,0.00670225
89,2236,366989280,8836625,Vessel,40.44308333,-80.01865167,2014-02-05 12:00:46.863,46,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.31,N,1,0.014501179,1,0.00011114
90,2237,366989280,8836625,Vessel,40.43701667,-80.00541333,2014-02-07 20:38:47.933,46,12,"City of Pittsburgh, Point Mooring and Wharf, PA",0.08,N,1,0.014501179,1,0.01195703
91,2353,366989280,8836625,Vessel,40.44526333,-80.02576,2014-02-15 04:00:38.733,46,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.08,N,1,0.014501179,1,0.00033524
92,2354,366989280,8836625,Vessel,40.44389333,-80.02196167,2014-02-15 04:30:38.430,46,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.16,N,1,0.014501179,1,0.0004097
93,2355,366989280,8836625,Vessel,40.4362,-80.0038,2014-02-15 17:10:38.327,46,12,"Gateway Clipper, Station Square Dock, PA",0.14,N,1,0.014501179,1,0.01376525
94,2538,366996740,572716,Search and rescue,40.43895,-80.01075167,2014-02-20 19:50:54.863,210,15,"City of Pittsburgh, Point Mooring and Wharf, PA",0.2,N,1,0.014501179,1,0.0063491
95,4368,367168990,0,Vessel,40.43804,-80.008475,2014-02-18 20:03:18.293,42,11,"City of Pittsburgh, Point Mooring and Wharf, PA",0.09,N,1,0.014501179,1,0.00877132
96,4443,367320510,0,Vessel,40.44208667,-80.01722667,2014-02-16 00:30:31.890,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.39,N,1,0.014501179,1,0.00059607
97,4444,367320510,0,Vessel,40.43592667,-80.00299333,2014-02-16 19:21:40.593,50,12,"Gateway Clipper, Station Square Dock, PA",0.18,N,1,0.014501179,1,0.01460959
98,4445,367320510,0,Vessel,40.43985333,-80.01284333,2014-02-16 19:30:11.800,50,12,"City of Pittsburgh, Point Mooring and Wharf, PA",0.3,N,1,0.014501179,1,0.0041134
99,4531,367320510,0,Vessel,40.44784667,-80.02903333,2014-02-21 21:00:21.093,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.28,N,1,0.014501179,1,0.00023346
100,4532,367320510,0,Vessel,40.44083333,-80.01638833,2014-02-21 21:30:00.083,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00153038
101,4533,367320510,0,Vessel,40.44123333,-80.01647167,2014-02-21 22:00:21.013,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.44,N,1,0.014501179,1,0.0011612
102,4534,367320510,0,Vessel,40.44410167,-80.02314,2014-02-21 22:31:21.193,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.11,N,1,0.014501179,1,0.00059173
103,4536,367320510,0,Vessel,40.446615,-80.02646667,2014-02-21 23:30:41.833,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.17,N,1,0.014501179,1,0.00067625
104,4537,367320510,0,Vessel,40.44071333,-80.01559667,2014-02-22 00:00:31.623,50,12,"City of Pittsburgh, Point Mooring and Wharf, PA",0.44,N,1,0.014501179,1,0.00170878
105,4538,367320510,0,Vessel,40.44087667,-80.01639667,2014-02-22 00:30:01.973,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00148926
106,4539,367320510,0,Vessel,40.440935,-80.016345,2014-02-22 01:00:01.870,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.0014229
107,4540,367320510,0,Vessel,40.44096667,-80.01641333,2014-02-22 01:30:11.487,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00140431
108,4541,367320510,0,Vessel,40.44096667,-80.01631333,2014-02-22 02:00:11.750,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00138687
109,4542,367320510,0,Vessel,40.440975,-80.016395,2014-02-22 02:30:31.493,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00139243
110,4543,367320510,0,Vessel,40.44090667,-80.01644167,2014-02-22 03:00:41.877,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00146898
111,4544,367320510,0,Vessel,40.44094,-80.01636667,2014-02-22 03:30:21.757,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00142157
112,4545,367320510,0,Vessel,40.44090667,-80.01641833,2014-02-22 04:00:21.563,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00146405
113,4546,367320510,0,Vessel,40.44084,-80.01634,2014-02-22 04:30:01.037,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00151605
114,4547,367320510,0,Vessel,40.44088333,-80.016435,2014-02-22 05:00:01.670,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00149034
115,4548,367320510,0,Vessel,40.44091667,-80.01647333,2014-02-22 05:30:21.960,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00146653
116,4549,367320510,0,Vessel,40.44090333,-80.01629667,2014-02-22 06:01:40.170,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00144749
117,4550,367320510,0,Vessel,40.44092667,-80.01645667,2014-02-22 06:31:39.973,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00145288
118,4551,367320510,0,Vessel,40.44084167,-80.01629333,2014-02-22 07:00:20.253,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.46,N,1,0.014501179,1,0.00150832
119,4552,367320510,0,Vessel,40.44106,-80.01649667,2014-02-22 07:33:00.777,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.44,N,1,0.014501179,1,0.00133427
120,4553,367320510,0,Vessel,40.44096333,-80.01645167,2014-02-22 08:04:41.710,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00141606
121,4554,367320510,0,Vessel,40.44098333,-80.016435,2014-02-22 08:34:20.543,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00139276
122,4555,367320510,0,Vessel,40.44097667,-80.01639833,2014-02-22 09:00:01.703,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00139145
123,4556,367320510,0,Vessel,40.44100833,-80.016365,2014-02-22 09:31:21.697,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00135402
124,4557,367320510,0,Vessel,40.44204667,-80.01675667,2014-02-22 10:02:19.987,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.41,N,1,0.014501179,1,0.00048265
125,4558,367320510,0,Vessel,40.442285,-80.01650333,2014-02-22 10:30:21.447,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.42,N,1,0.014501179,1,0.00017546
126,4559,367320510,0,Vessel,40.44245667,-80.01653167,2014-02-22 11:01:11.637,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.42,N,1,0.014501179,1,0.00002205
127,4560,367320510,0,Vessel,40.44107667,-80.016305,2014-02-22 11:30:11.903,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.0012768
128,4561,367320510,0,Vessel,40.44104833,-80.01634167,2014-02-22 12:00:50.350,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00131055
129,4562,367320510,0,Vessel,40.44098833,-80.016325,2014-02-22 12:30:51.823,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00136713
130,4563,367320510,0,Vessel,40.440995,-80.01623833,2014-02-22 13:00:00.253,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.0013502
131,4564,367320510,0,Vessel,40.44095167,-80.01621333,2014-02-22 13:30:31.137,50,12, ,0,N,1,0.014501179,1,0.00139146
132,4565,367320510,0,Vessel,40.44100667,-80.01624,2014-02-22 14:00:10.300,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00133872
133,4566,367320510,0,Vessel,40.44100833,-80.01622333,2014-02-22 14:30:31.103,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00133567
134,4567,367320510,0,Vessel,40.44095667,-80.016345,2014-02-22 15:00:50.597,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00140151
135,4568,367320510,0,Vessel,40.44094667,-80.016305,2014-02-22 15:30:12.277,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00140556
136,4569,367320510,0,Vessel,40.44102833,-80.01626,2014-02-22 16:00:12.690,50,12, ,0,N,1,0.014501179,1,0.00131912
137,4570,367320510,0,Vessel,40.441,-80.01616333,2014-02-22 16:30:33.383,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.46,N,1,0.014501179,1,0.0013407
138,4571,367320510,0,Vessel,40.44099667,-80.016235,2014-02-22 17:00:51.673,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00134824
139,4572,367320510,0,Vessel,40.44101667,-80.01626333,2014-02-22 17:30:11.273,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00133107
140,4573,367320510,0,Vessel,40.440995,-80.01621167,2014-02-22 18:00:11.640,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.46,N,1,0.014501179,1,0.00134812
141,4574,367320510,0,Vessel,40.44098333,-80.01626,2014-02-22 18:30:11.303,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00136387
142,4575,367320510,0,Vessel,40.44104333,-80.01621333,2014-02-22 19:00:31.203,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00130002
143,4576,367320510,0,Vessel,40.441075,-80.01623333,2014-02-22 19:30:11.287,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00127007
144,4577,367320510,0,Vessel,40.44103167,-80.01627833,2014-02-22 20:00:31.457,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00131788
145,4578,367320510,0,Vessel,40.441045,-80.01625833,2014-02-22 20:30:10.463,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00130237
146,4579,367320510,0,Vessel,40.440975,-80.01624333,2014-02-22 21:00:12.207,50,12,"Tri-River Marine, Dock and Fleet Mooring, PA",0.45,N,1,0.014501179,1,0.00137056
