FID,FID_1,MMSI,IMONumber,VesselType,Latitude,Longitude,PositionTi,Vessel_Len,Vessel_Bre,POI_Name,POIDistanc,IsSat,OBJECTID,Shape_Leng,RiverMile,Distance
451,443,143481,8842260,Tug,40.50094,-80.084715,2014-02-28 09:30:45.713,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0,N,7,0.014501179,7,0.00132032
452,444,143481,8842260,Tug,40.501015,-80.084705,2014-02-28 10:00:25.377,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0,N,7,0.014501179,7,0.0012462
453,445,143481,8842260,Tug,40.500975,-80.08467667,2014-02-28 10:30:25.523,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0,N,7,0.014501179,7,0.00127467
454,446,143481,8842260,Tug,40.50099833,-80.08470333,2014-02-28 11:00:45.080,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0,N,7,0.014501179,7,0.00126139
455,447,143481,8842260,Tug,40.50100167,-80.08469833,2014-02-28 11:30:15.460,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0,N,7,0.014501179,7,0.0012566
456,448,143481,8842260,Tug,40.50097,-80.084645,2014-02-28 12:00:35.623,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0,N,7,0.014501179,7,0.00126898
457,449,143481,8842260,Tug,40.50097667,-80.08466333,2014-02-28 12:30:05.583,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0,N,7,0.014501179,7,0.00126871
458,450,143481,8842260,Tug,40.50106167,-80.08471333,2014-02-28 13:00:05.887,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0.08,N,7,0.014501179,7,0.00120486
459,451,143481,8842260,Tug,40.50098167,-80.08467833,2014-02-28 13:30:05.580,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0,N,7,0.014501179,7,0.00126891
460,452,143481,8842260,Tug,40.500995,-80.08469167,2014-02-28 14:00:06.010,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0,N,7,0.014501179,7,0.00126071
461,453,143481,8842260,Tug,40.501005,-80.08465,2014-02-28 14:30:05.533,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0,N,7,0.014501179,7,0.00123757
462,454,143481,8842260,Tug,40.50102833,-80.08469333,2014-02-28 15:00:25.120,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0,N,7,0.014501179,7,0.00122977
463,455,143481,8842260,Tug,40.501005,-80.08461167,2014-02-28 15:30:35.720,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0,N,7,0.014501179,7,0.00122497
464,456,143481,8842260,Tug,40.50094,-80.084675,2014-02-28 16:00:55.900,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0,N,7,0.014501179,7,0.00130717
465,457,143481,8842260,Tug,40.501005,-80.08464833,2014-02-28 16:30:34.203,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0,N,7,0.014501179,7,0.00123702
466,458,143481,8842260,Tug,40.50114833,-80.08453833,2014-02-28 17:00:35.243,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0,N,7,0.014501179,7,0.0010655
467,459,143481,8842260,Tug,40.50085333,-80.08349667,2014-02-28 17:30:15.047,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0,N,7,0.014501179,7,0.0010018
468,460,143481,8842260,Tug,40.50052333,-80.08244333,2014-02-28 18:00:35.710,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0,N,7,0.014501179,7,0.00096732
469,461,143481,8842260,Tug,40.50065667,-80.082415,2014-02-28 18:30:55.343,24,8,"Aristech Chemical Corp., Neville Island Plant, PA",0,N,7,0.014501179,7,0.00083207
470,1129,366962960,100523550,WIG,40.50477,-80.088875,2014-02-08 14:30:46.237,48,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00092986
471,1136,366962960,100523550,WIG,40.50453833,-80.087935,2014-02-09 04:00:48.900,48,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00101998
472,1185,366962960,100523550,WIG,40.50499167,-80.0894,2014-02-10 04:30:18.007,48,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00096668
473,1186,366962960,100523550,WIG,40.50394,-80.086165,2014-02-10 05:00:37.733,48,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0.14,N,7,0.014501179,7,0.00103655
474,1191,366962960,100523550,WIG,40.50281667,-80.08265333,2014-02-10 21:30:47.433,48,12,"Aristech Chemical Corp., Neville Island Plant, PA",0.15,N,7,0.014501179,7,0.00112964
475,1192,366962960,100523550,WIG,40.504595,-80.08800167,2014-02-10 22:00:47.800,48,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00105159
476,1254,366962960,100523550,WIG,40.504815,-80.08886667,2014-02-17 00:30:07.663,48,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.0009751
477,1269,366962960,100523550,WIG,40.50445833,-80.08796333,2014-02-17 23:30:37.507,48,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00093511
478,1330,366962960,100523550,WIG,40.50437,-80.08757167,2014-02-24 15:30:51.947,48,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.0009804
479,1336,366962960,100523550,WIG,40.50444167,-80.087715,2014-02-25 16:00:21.427,48,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00100099
480,1475,366962990,100529829,Vessel,40.50485,-80.08886833,2014-02-07 23:00:38.120,48,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00100761
481,1481,366962990,100529829,Vessel,40.50429333,-80.08729167,2014-02-08 16:00:48.833,48,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.001
482,1556,366962990,100529829,Vessel,40.50486667,-80.08893667,2014-02-17 15:30:09.620,48,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00100089
483,1557,366962990,100529829,Vessel,40.50372667,-80.08537667,2014-02-17 16:00:49.753,48,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0.17,N,7,0.014501179,7,0.00109414
484,1566,366962990,100529829,Vessel,40.50415667,-80.08693,2014-02-18 12:00:10.067,48,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00098979
485,1567,366962990,100529829,Vessel,40.50390667,-80.08640667,2014-02-18 12:30:10.133,48,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0.13,N,7,0.014501179,7,0.00092565
486,1568,366962990,100529829,Vessel,40.50397667,-80.086355,2014-02-18 13:00:09.750,48,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0.13,N,7,0.014501179,7,0.00100875
487,1569,366962990,100529829,Vessel,40.50480667,-80.08894833,2014-02-18 13:30:10.243,48,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00094039
488,1752,366967450,100608537,Vessel,40.50489833,-80.08917167,2014-02-05 03:30:25.317,38,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00095356
489,1753,366967450,100608537,Vessel,40.50425167,-80.087175,2014-02-05 04:00:25.217,38,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.000999
490,1761,366967450,100608537,Vessel,40.50453833,-80.08811,2014-02-06 00:00:45.903,38,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00096247
491,1786,366967450,100608537,Vessel,40.50481667,-80.08897333,2014-02-06 13:30:43.827,38,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00094162
492,1787,366967450,100608537,Vessel,40.50464333,-80.088435,2014-02-06 14:00:25.377,38,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00095483
493,1797,366967450,100608537,Vessel,40.50433667,-80.08730167,2014-02-07 23:30:34.750,38,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00103765
494,1798,366967450,100608537,Vessel,40.50502333,-80.08946,2014-02-08 00:00:56.180,38,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00097686
495,1914,366967450,100608537,Vessel,40.50504167,-80.08954333,2014-02-21 08:00:03.257,38,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.0009668
496,1916,366967450,100608537,Vessel,40.50481833,-80.089055,2014-02-21 09:00:23.287,38,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00091635
497,1917,366967450,100608537,Vessel,40.50310833,-80.08428333,2014-02-21 09:30:23.077,38,13,"Aristech Chemical Corp., Neville Island Plant, PA",0.17,N,7,0.014501179,7,0.00086944
498,1923,366967450,100608537,Vessel,40.50408,-80.08653333,2014-02-25 05:00:23.240,38,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0.12,N,7,0.014501179,7,0.00104773
499,1924,366967450,100608537,Vessel,40.50434333,-80.086995,2014-02-25 05:30:43.343,38,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00114472
500,1925,366967450,100608537,Vessel,40.50435833,-80.08702667,2014-02-25 06:00:23.193,38,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00114848
501,1926,366967450,100608537,Vessel,40.505105,-80.08967667,2014-02-25 06:30:23.280,38,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00098279
502,1958,366967460,2359296,Vessel,40.5039,-80.08602333,2014-02-01 16:24:27.000,47,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0.14,Y,7,0.014501179,7,0.00104533
503,1959,366967460,2359296,Vessel,40.50454167,-80.08790167,2014-02-01 17:57:27.000,47,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,Y,7,0.014501179,7,0.00103409
504,1988,366967590,100608409,Vessel,40.503785,-80.08567,2014-02-01 03:26:45.000,45,14,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0.16,Y,7,0.014501179,7,0.00105283
505,2027,366967590,100608409,Vessel,40.50480333,-80.088915,2014-02-10 18:30:34.737,45,14,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00094819
506,2035,366967590,100608409,Vessel,40.50442333,-80.08783333,2014-02-11 15:30:26.287,45,14,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00094478
507,2136,366967590,100608409,Vessel,40.50480833,-80.08884833,2014-02-19 10:00:35.913,45,14,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00097483
508,2145,366967590,100608409,Vessel,40.50374667,-80.085695,2014-02-20 13:00:35.980,45,14,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0.16,N,7,0.014501179,7,0.00100841
509,2146,366967590,100608409,Vessel,40.50376833,-80.08567833,2014-02-20 13:30:45.667,45,14,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0.16,N,7,0.014501179,7,0.00103435
510,2147,366967590,100608409,Vessel,40.50449667,-80.08791833,2014-02-20 14:00:25.787,45,14,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00098611
511,2148,366967590,100608409,Vessel,40.50467333,-80.08842167,2014-02-20 14:30:06.030,45,14,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00098754
512,2233,366989280,8836625,Vessel,40.50482,-80.08896,2014-02-05 10:30:27.403,46,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00094915
513,2234,366989280,8836625,Vessel,40.49962333,-80.07675333,2014-02-05 11:00:46.300,46,12,"Shenango Coal Dock, PA",0.09,N,7,0.014501179,7,0.00111455
514,2239,366989280,8836625,Vessel,40.504425,-80.08754333,2014-02-07 21:30:29.287,46,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00104166
515,2350,366989280,8836625,Vessel,40.50480667,-80.08892667,2014-02-15 02:30:36.980,46,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00094751
516,2358,366989280,8836625,Vessel,40.50445167,-80.087835,2014-02-15 18:30:38.370,46,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.000971
517,2535,366996740,572716,Search and rescue,40.50493333,-80.08905,2014-02-18 14:30:49.680,210,15,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00102661
518,2536,366996740,572716,Search and rescue,40.50305667,-80.08410833,2014-02-18 15:00:28.513,210,15,"Aristech Chemical Corp., Neville Island Plant, PA",0.17,N,7,0.014501179,7,0.00087816
519,2541,366996740,572716,Search and rescue,40.504495,-80.08803833,2014-02-20 21:00:15.017,210,15,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.0009451
520,4241,367168990,0,Vessel,40.50433167,-80.08737667,2014-02-05 11:30:29.340,42,11,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00100828
521,4242,367168990,0,Vessel,40.50461333,-80.08785167,2014-02-05 12:00:28.830,42,11,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.0011182
522,4365,367168990,0,Vessel,40.50450167,-80.08911167,2014-02-18 03:30:08.387,42,11,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00059866
523,4371,367168990,0,Vessel,40.50061167,-80.07621167,2014-02-18 21:30:39.837,42,11,"Shenango Coal Dock, PA",0.15,N,7,0.014501179,7,0.00223167
524,4372,367168990,0,Vessel,40.503925,-80.08613667,2014-02-18 22:00:38.797,42,11,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0.14,N,7,0.014501179,7,0.00103169
525,4407,367320510,0,Vessel,40.50442833,-80.08757167,2014-02-03 08:55:39.000,50,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,Y,7,0.014501179,7,0.00103549
526,4440,367320510,0,Vessel,40.50488,-80.08885,2014-02-15 23:00:30.430,50,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00104197
527,4448,367320510,0,Vessel,40.50438,-80.08781167,2014-02-16 21:00:20.977,50,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00091097
528,4528,367320510,0,Vessel,40.504725,-80.08839333,2014-02-21 19:30:00.803,50,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00104566
529,4617,367320510,0,Vessel,40.50449333,-80.08797167,2014-02-24 02:00:41.553,50,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00096543
530,4779,367320710,100507147,Tug,40.50482,-80.08900333,2014-02-09 12:00:30.167,42,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00093491
531,4780,367320710,100507147,Tug,40.501335,-80.08154,2014-02-09 12:30:30.267,42,13,"Aristech Chemical Corp., Neville Island Plant, PA",0.1,N,7,0.014501179,7,0.00009613
532,4785,367320710,100507147,Tug,40.49985333,-80.07637833,2014-02-10 08:30:09.747,42,13,"Shenango Coal Dock, PA",0.1,N,7,0.014501179,7,0.00152202
533,4786,367320710,100507147,Tug,40.50450333,-80.087945,2014-02-10 09:00:10.003,42,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00098364
534,4952,367320710,100507147,Tug,40.50502833,-80.089645,2014-02-20 21:30:31.480,42,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00092079
535,4954,367320710,100507147,Tug,40.50471333,-80.08892833,2014-02-20 22:30:51.663,42,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00085881
536,4955,367320710,100507147,Tug,40.50007333,-80.07808667,2014-02-20 23:00:51.353,42,13,"Aristech Chem Corp., Neville Island Plant Docks,PA",0,N,7,0.014501179,7,0.00068709
537,4961,367320710,100507147,Tug,40.50431667,-80.086925,2014-02-21 17:00:32.033,42,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00114254
538,4962,367320710,100507147,Tug,40.50431833,-80.08691833,2014-02-21 17:30:30.290,42,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.0011463
539,4963,367320710,100507147,Tug,40.504715,-80.0887,2014-02-21 18:00:32.047,42,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00093543
540,5025,367320710,100507147,Tug,40.504295,-80.08767333,2014-02-25 20:00:10.517,42,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00087616
541,5026,367320710,100507147,Tug,40.499795,-80.07787333,2014-02-25 20:30:31.993,42,13,"Aristech Chem Corp., Neville Island Plant Docks,PA",0,N,7,0.014501179,7,0.00058927
542,5036,367320710,100507147,Tug,40.50149833,-80.08065333,2014-02-26 17:30:50.860,42,13,"Aristech Chemical Corp., Neville Island Plant, PA",0.14,N,7,0.014501179,7,0.00054177
543,5037,367320710,100507147,Tug,40.50429833,-80.087235,2014-02-26 18:00:11.320,42,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00102335
544,5038,367320710,100507147,Tug,40.50379667,-80.08561333,2014-02-26 18:30:31.000,42,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0.16,N,7,0.014501179,7,0.00108247
545,5039,367320710,100507147,Tug,40.50449167,-80.08782167,2014-02-26 19:00:11.697,42,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00101315
546,5040,367320710,100507147,Tug,40.50465,-80.088295,2014-02-26 19:30:13.157,42,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00100714
547,5107,367320740,572171,Tug,40.50499333,-80.089505,2014-02-13 11:00:53.673,42,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00093374
548,5108,367320740,572171,Tug,40.50450667,-80.08802167,2014-02-13 11:30:04.087,42,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.0009616
549,5115,367320740,572171,Tug,40.50378333,-80.08541833,2014-02-14 02:00:53.667,42,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0.17,N,7,0.014501179,7,0.00113396
550,5116,367320740,572171,Tug,40.50481167,-80.08884333,2014-02-14 02:30:13.277,42,13,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00097962
551,5652,367333820,0,Vessel,40.50466667,-80.08919167,2014-02-26 22:30:22.327,25,7,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.0007282
552,5748,367397760,100662749,Vessel,40.502215,-80.08186833,2014-02-12 06:30:44.000,50,14,"Aristech Chemical Corp., Neville Island Plant, PA",0.13,N,7,0.014501179,7,0.00081936
553,5759,367397760,100662749,Vessel,40.504895,-80.089025,2014-02-12 17:30:22.363,50,14,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00099862
554,5766,367397760,100662749,Vessel,40.50443,-80.08785333,2014-02-15 16:30:03.937,50,14,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00094451
555,5792,367397760,100662749,Vessel,40.504845,-80.08896167,2014-02-16 07:00:53.897,50,14,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00097221
556,5793,367397760,100662749,Vessel,40.50114333,-80.078975,2014-02-16 07:30:14.403,50,14,"Aristech Chem Corp., Neville Island Plant Docks,PA",0.11,N,7,0.014501179,7,0.00102274
557,5800,367397760,100662749,Vessel,40.50061167,-80.07610833,2014-02-17 00:30:53.370,50,14,"Shenango Coal Dock, PA",0.15,N,7,0.014501179,7,0.00229289
558,5801,367397760,100662749,Vessel,40.50413667,-80.086935,2014-02-17 01:00:33.657,50,14,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00096926
559,5873,367397760,100662749,Vessel,40.50485,-80.08891,2014-02-18 16:30:33.613,50,14,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00099391
560,5874,367397760,100662749,Vessel,40.49941833,-80.07680667,2014-02-18 17:00:33.870,50,14,"Shenango Coal Dock, PA",0.07,N,7,0.014501179,7,0.00091781
561,5887,367397760,100662749,Vessel,40.50060333,-80.07618,2014-02-19 11:30:53.433,50,14,"Shenango Coal Dock, PA",0.15,N,7,0.014501179,7,0.00224371
562,5888,367397760,100662749,Vessel,40.50061667,-80.076175,2014-02-19 12:00:14.640,50,14,"Shenango Coal Dock, PA",0.15,N,7,0.014501179,7,0.00225742
563,5889,367397760,100662749,Vessel,40.50062833,-80.07619333,2014-02-19 12:30:53.273,50,14,"Shenango Coal Dock, PA",0.15,N,7,0.014501179,7,0.00225596
564,5890,367397760,100662749,Vessel,40.500645,-80.07618,2014-02-19 13:00:34.873,50,14,"Shenango Coal Dock, PA",0.15,N,7,0.014501179,7,0.00227728
565,5891,367397760,100662749,Vessel,40.50470833,-80.08852,2014-02-19 13:30:14.737,50,14,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00098828
566,5893,367397760,100662749,Vessel,40.50447,-80.088905,2014-02-19 14:30:14.440,50,14,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00063667
567,5933,367402990,5,Vessel,40.50484167,-80.08898,2014-02-14 04:00:37.947,40,10,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00096304
568,5934,367402990,5,Vessel,40.49877333,-80.07751,2014-02-14 04:30:59.393,40,10,"Shenango Coal Dock, PA",0,N,7,0.014501179,7,0.00001851
569,5941,367402990,5,Vessel,40.50441667,-80.087865,2014-02-14 08:00:58.703,40,10,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00092808
570,5975,367402990,5,Vessel,40.50485667,-80.08900833,2014-02-15 01:00:39.053,40,10,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.0009679
571,5976,367402990,5,Vessel,40.50003,-80.0793,2014-02-15 01:30:19.293,40,10,"Aristech Chem Corp., Neville Island Plant Docks,PA",0,N,7,0.014501179,7,0.00006669
572,5987,367402990,5,Vessel,40.502235,-80.08116833,2014-02-15 07:00:08.917,40,10,"Aristech Chemical Corp., Neville Island Plant, PA",0.15,N,7,0.014501179,7,0.00106829
573,5988,367402990,5,Vessel,40.50460667,-80.0879,2014-02-15 07:30:28.127,40,10,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00109603
574,6140,367412570,2,Vessel,40.504585,-80.08906333,2014-02-18 05:30:19.900,46,11,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00069324
575,6141,367412570,2,Vessel,40.50331167,-80.08524,2014-02-18 06:00:19.220,46,11,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0.18,N,7,0.014501179,7,0.0007471
576,6152,367412570,2,Vessel,40.50058167,-80.07614833,2014-02-18 11:30:18.793,46,11,"Shenango Coal Dock, PA",0.15,N,7,0.014501179,7,0.00224503
577,6153,367412570,2,Vessel,40.50058333,-80.07613833,2014-02-18 12:00:38.943,46,11,"Shenango Coal Dock, PA",0.15,N,7,0.014501179,7,0.00225229
578,6154,367412570,2,Vessel,40.500575,-80.07614667,2014-02-18 12:31:17.887,46,11,"Shenango Coal Dock, PA",0.15,N,7,0.014501179,7,0.00224064
579,6155,367412570,2,Vessel,40.50057333,-80.07613667,2014-02-18 13:00:39.707,46,11,"Shenango Coal Dock, PA",0.15,N,7,0.014501179,7,0.00224522
580,6156,367412570,2,Vessel,40.50058167,-80.076165,2014-02-18 13:30:19.757,46,11,"Shenango Coal Dock, PA",0.15,N,7,0.014501179,7,0.00223515
581,6157,367412570,2,Vessel,40.50058667,-80.07613833,2014-02-18 14:00:39.720,46,11,"Shenango Coal Dock, PA",0.15,N,7,0.014501179,7,0.00225498
582,6158,367412570,2,Vessel,40.50058833,-80.07614167,2014-02-18 14:30:59.383,46,11,"Shenango Coal Dock, PA",0.15,N,7,0.014501179,7,0.00225434
583,6159,367412570,2,Vessel,40.50057833,-80.076125,2014-02-18 15:00:59.357,46,11,"Shenango Coal Dock, PA",0.15,N,7,0.014501179,7,0.00225616
584,6160,367412570,2,Vessel,40.50465167,-80.088525,2014-02-18 15:30:59.817,46,11,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00093313
585,6834,367434610,0,WIG,40.50481667,-80.08886,2014-02-19 18:30:01.883,36,9,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00097887
586,6835,367434610,0,WIG,40.50230167,-80.08200833,2014-02-19 19:00:22.330,36,9,"Aristech Chemical Corp., Neville Island Plant, PA",0.13,N,7,0.014501179,7,0.00085521
587,6844,367434610,0,WIG,40.50444667,-80.08796833,2014-02-20 15:30:12.067,36,9,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00092246
588,6939,367434610,0,WIG,40.50504667,-80.08947,2014-02-23 01:30:01.723,36,9,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00099562
589,6940,367434610,0,WIG,40.50283833,-80.08404667,2014-02-23 02:00:01.607,36,9,"Aristech Chemical Corp., Neville Island Plant, PA",0.16,N,7,0.014501179,7,0.00069221
590,6947,367434610,0,WIG,40.50032333,-80.08034167,2014-02-25 19:30:40.837,36,9,"Aristech Chem Corp., Neville Island Plant Docks,PA",0.08,N,7,0.014501179,7,0.00044756
591,6948,367434610,0,WIG,40.49979833,-80.07798,2014-02-25 20:00:20.280,36,9,"Aristech Chem Corp., Neville Island Plant Docks,PA",0,N,7,0.014501179,7,0.00052875
592,6966,367434610,0,WIG,40.50434667,-80.08750833,2014-02-26 05:00:10.910,36,9,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00097918
593,9070,367539140,3145728,Vessel,40.50481333,-80.089005,2014-02-10 10:00:13.157,50,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00092806
594,9076,367539140,3145728,Vessel,40.50447333,-80.087865,2014-02-11 05:30:32.897,50,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.00098159
595,9161,367539140,3145728,Vessel,40.50471167,-80.08893333,2014-02-18 11:00:22.663,50,12,"OHIO RIVER EMSWORTH LOCK & DAM, PA",0,N,7,0.014501179,7,0.0008556
596,9162,367539140,3145728,Vessel,40.50063667,-80.07868333,2014-02-18 11:30:42.747,50,12,"Aristech Chem Corp., Neville Island Plant Docks,PA",0.09,N,7,0.014501179,7,0.0007874
597,9167,367539140,3145728,Vessel,40.50058,-80.07609167,2014-02-19 07:00:23.370,50,12,"Shenango Coal Dock, PA",0.15,N,7,0.014501179,7,0.00227725
