"name","ttime","heading","connected.barges","birthday","origin","destination","link1tt","link2tt","link3tt","link4tt","id"
"41241",1.5,270,9,74,"74","22",0,0,0,0,"229"
"41242",2.5,270,15,76,"74","39",0,0,0,0,"1915"
"68311",1.5,270,12,144,"74","19",0,0,0,0,"637"
"130218",2.5,270,15,304,"74","2",0,0,0,0,"231"
"134156",3,270,9,315,"74","36",0,0,0,0,"2308"
"145858",1.5,270,10,346,"74","28",0,0,0,0,"2250"
"149734",2.5,270,15,356,"74","14",0,0,0,0,"639"
"172965",4.5,270,15,414,"62","30",0,0,0,0,"2013"
"234900",4.5,270,15,570,"74","16",0,0,0,0,"2430"
"250342",2.5,270,15,615,"74","14",0,0,0,0,"2310"
"254233",2.5,270,15,627,"74","12",0,0,0,0,"1939"
"281394",2.5,270,15,698,"74","10",0,0,0,0,"451"
"300674",2.5,270,15,747,"74","10",0,0,0,0,"1853"
"323796",1.5,270,11,802,"74","18",0,0,0,0,"1052"
"331616",1.5,270,10,829,"62","3",0,0,0,0,"527"
"343175",3.5,270,15,850,"62","12",0,0,0,0,"1892"
"447792",2.5,270,15,1128,"74","5",0,0,0,0,"649"
"451679",3,270,15,1134,"74","13",0,0,0,0,"2440"
"486659",2.5,270,15,1224,"74","6",0,0,0,0,"251"
"568042",2.5,270,15,1432,"74","17",0,0,0,0,"318"
"637690",1.5,270,12,1616,"71","38",0,0,0,0,"1647"
"645417",3,270,15,1639,"62","30",0,0,0,0,"1894"
"649310",7,270,15,1644,"55","29",0,0,0,0,"1734"
"684241",2.5,270,14,1736,"62","18",0,0,0,0,"799"
"711456",2.5,270,15,1803,"74","6",0,0,0,0,"1066"
"738550",2.5,270,15,1874,"62","13",0,0,0,0,"2021"
"742407",2.5,270,13,1880,"74","38",0,0,0,0,"2448"
"742409",2.5,270,15,1884,"74","31",0,0,0,0,"1251"
"780920",1.5,270,9,1980,"74","4",0,0,0,0,"1253"
"788764",3.5,270,10,2008,"74","5",0,0,0,0,"653"
"804191",1.5,270,11,2047,"58","19",0,0,0,0,"1793"
"815789",2.5,270,14,2075,"57","3",0,0,0,0,"324"
"819601",2.5,270,15,2082,"74","9",0,0,0,0,"1326"
"823565",1.5,270,12,2098,"74","29",0,0,0,0,"2402"
"839043",3,270,15,2138,"62","24",0,0,0,0,"1900"
"846690",2,270,12,2154,"74","11",0,0,0,0,"257"
"869630",1.5,270,5,2211,"74","12",0,0,0,0,"1255"
"881273",2.5,270,15,2249,"71","27",0,0,0,0,"1665"
"885179",3,270,13,2258,"74","35",0,0,0,0,"1070"
"950716",2.5,270,15,2425,"74","19",0,0,0,0,"655"
"958464",3,270,15,2449,"74","29",0,0,0,0,"1259"
"981733",3,270,15,2508,"74","11",0,0,0,0,"326"
"1035854",2,270,3,2640,"74","3",0,0,0,0,"243"
"1070615",2.5,270,15,2731,"74","36",0,0,0,0,"1993"
"1097582",2.5,270,15,2801,"65","26",0,0,0,0,"1995"
"1097583",2.5,270,10,2807,"74","7",0,0,0,0,"657"
"1120812",2.5,270,15,2865,"74","37",0,0,0,0,"1261"
"1128611",2.5,270,15,2880,"71","39",0,0,0,0,"1663"
"1155548",2.5,270,15,2953,"74","5",0,0,0,0,"2328"
"1159374",1.5,270,11,2965,"74","16",0,0,0,0,"1263"
"1198083",2,270,4,3066,"61","37",0,0,0,0,"2454"
"1198084",4,270,15,3067,"74","2",0,0,0,0,"2078"
"1201935",4,270,15,3072,"74","11",0,0,0,0,"1378"
"1213588",3,270,15,3107,"74","19",0,0,0,0,"1999"
"1225184",2.5,270,15,3134,"74","9",0,0,0,0,"263"
"1229046",2,270,11,3148,"74","4",0,0,0,0,"1265"
"1232932",2.5,270,15,3156,"74","11",0,0,0,0,"1082"
"1318301",2.5,270,15,3372,"74","37",0,0,0,0,"1084"
"1341520",2,270,12,3434,"74","37",0,0,0,0,"2268"
"1360948",2.5,270,15,3482,"71","17",0,0,0,0,"2082"
"1392079",2.5,270,15,3568,"61","10",0,0,0,0,"2466"
"1434609",2.5,270,15,3672,"57","37",0,0,0,0,"1092"
"1511982",2,270,9,3878,"62","12",0,0,0,0,"2029"
"1531403",2.5,270,15,3920,"74","9",0,0,0,0,"1384"
"1558480",2.5,270,14,3995,"74","13",0,0,0,0,"2334"
"1562402",2.5,270,15,4004,"74","13",0,0,0,0,"1102"
"1562403",2.5,270,15,4005,"74","37",0,0,0,0,"269"
"1581772",2.5,270,15,4056,"74","31",0,0,0,0,"2090"
"1589450",3,270,9,4074,"74","39",0,0,0,0,"338"
"1616602",2,270,3,4147,"74","2",0,0,0,0,"665"
"1636015",2.5,270,15,4197,"74","39",0,0,0,0,"1330"
"1639911",2,270,12,4207,"74","30",0,0,0,0,"711"
