"name","ttime","heading","connected.barges","birthday","origin","destination","link1tt","link2tt","link3tt","link4tt","id"
"21937",3,270,15,25,"74","2",0,0,0,0,"447"
"134155",3,270,15,310,"74","15",0,0,0,0,"2388"
"331612",2,270,5,825,"71","13",0,0,0,0,"1637"
"362496",2,270,9,904,"74","3",0,0,0,0,"1245"
"393432",2.5,270,15,987,"74","10",0,0,0,0,"2058"
"544667",2.5,270,4,1370,"68","14",0,0,0,0,"2015"
"629914",2.5,270,15,1590,"74","38",0,0,0,0,"2316"
"676437",2.5,270,15,1717,"74","23",0,0,0,0,"2398"
"684240",2,270,12,1731,"74","4",0,0,0,0,"384"
"699780",3.5,270,15,1771,"74","32",0,0,0,0,"453"
"723099",2.5,270,6,1838,"74","8",0,0,0,0,"2060"
"742412",3,270,15,1889,"74","2",0,0,0,0,"2258"
"800354",3,270,15,2030,"74","37",0,0,0,0,"241"
"881271",3,270,15,2240,"74","2",0,0,0,0,"455"
"1012563",3,270,15,2583,"74","10",0,0,0,0,"259"
"1028063",5.5,270,15,2626,"71","4",0,0,0,0,"1679"
"1101469",3,270,15,2816,"74","11",0,0,0,0,"2262"
"1128612",3,270,15,2886,"74","28",0,0,0,0,"2076"
"1353180",2,270,4,3467,"74","10",0,0,0,0,"1088"
"1496486",2,270,8,3831,"74","11",0,0,0,0,"459"
"1523699",2.5,270,15,3905,"74","38",0,0,0,0,"2084"
"1531404",3,270,12,3925,"71","38",0,0,0,0,"2472"
"1597215",3.5,270,15,4092,"71","50",0,0,0,0,"1669"
"1643757",2.5,270,15,4211,"74","16",0,0,0,0,"1180"
