"","Sim","MeanSTSim","MeanSTAis","SdSTSim","SdSTAis","delta_mean_ST","delta_sd_ST","n_ais_all","n_sim_all","crit_D_all","RMSE_all","nRMSE_all","spear_r_all"
"1","2013_cont",13.4209486166008,30.860811930406,14.4097284206799,35.2144298075411,17.4398633138052,20.8047013868612,1207,506,0.0646114695147432,36.0334348936173,0.225208968085108,0.0293231987243672
