"","Sim","MeanSTSim","MeanSTAis","SdSTSim","SdSTAis","delta_mean_ST","delta_sd_ST","n_ais_all","n_sim_all","crit_D_all","RMSE_all","nRMSE_all","spear_r_all"
"1","2013_inci",18.9304174950298,30.860811930406,31.2973486591482,35.2144298075411,11.9303944353761,3.91708114839295,1207,503,0.0647470906081202,44.0110154023307,0.275068846264567,0.0223415989123364
