"name","ttime","heading","connected.barges","birthday","origin","destination","link1tt","link2tt","link3tt","link4tt","id"
"37479",4,90,11,65,"10","74",0,0,0,0,"2008"
"56882",2.5,90,15,112,"28","74",0,0,0,0,"2051"
"64620",4,90,15,137,"23","69",0,0,0,0,"2427"
"76138",4.5,90,15,162,"5","74",0,0,0,0,"2387"
"83950",3,90,15,184,"19","74",0,0,0,0,"638"
"91628",3,90,15,207,"22","74",0,0,0,0,"230"
"95500",4,90,15,210,"19","62",0,0,0,0,"770"
"130422",3,90,9,304,"6","74",0,0,0,0,"2249"
"138193",3.5,90,14,325,"17","62",0,0,0,0,"2010"
"138195",4.5,90,15,329,"9","74",0,0,0,0,"1317"
"157392",3,90,11,372,"28","74",0,0,0,0,"1049"
"165221",2.5,90,12,393,"28","74",0,0,0,0,"2251"
"165223",3,90,15,398,"14","74",0,0,0,0,"640"
"204068",3.5,90,6,499,"11","62",0,0,0,0,"1319"
"219440",2.5,90,15,535,"19","74",0,0,0,0,"2053"
"223356",2.5,90,15,543,"12","74",0,0,0,0,"1051"
"238872",4,90,15,581,"2","74",0,0,0,0,"232"
"258321",8.5,90,10,631,"9","74",0,0,0,0,"1852"
"269904",4,90,15,662,"12","74",0,0,0,0,"1940"
"285342",3.5,90,13,709,"29","62",0,0,0,0,"520"
"293058",3.5,90,15,723,"16","74",0,0,0,0,"2431"
"296880",3.5,90,7,733,"10","74",0,0,0,0,"452"
"327780",2.5,90,9,819,"3","74",0,0,0,0,"1244"
"347092",3.5,90,15,866,"3","62",0,0,0,0,"528"
"350939",3.5,90,15,879,"3","74",0,0,0,0,"2393"
"354801",4.5,90,15,883,"20","74",0,0,0,0,"2057"
"381965",3.5,90,15,951,"18","74",0,0,0,0,"1053"
"385854",5,90,15,968,"11","74",0,0,0,0,"250"
"409003",4.5,90,3,1024,"6","74",0,0,0,0,"2199"
"409005",4,90,15,1027,"28","68",0,0,0,0,"1784"
"416745",2.5,90,15,1048,"10","74",0,0,0,0,"2059"
"455346",2.5,90,15,1147,"3","74",0,0,0,0,"383"
"474633",2.5,90,15,1190,"29","74",0,0,0,0,"1057"
"474635",7,90,15,1193,"13","74",0,0,0,0,"2441"
"474636",7,90,15,1196,"5","57",0,0,0,0,"650"
"490107",2.5,90,15,1237,"19","48",0,0,0,0,"1756"
"517304",4,90,12,1302,"9","74",0,0,0,0,"414"
"521165",3,90,9,1310,"14","74",0,0,0,0,"2311"
"521166",6,90,9,1316,"13","74",0,0,0,0,"1061"
"528919",2.5,90,15,1335,"6","68",0,0,0,0,"252"
"540617",3.5,90,15,1360,"6","74",0,0,0,0,"317"
"575480",3,90,15,1455,"15","55",0,0,0,0,"2313"
"583193",3,90,13,1479,"11","74",0,0,0,0,"1968"
"602588",3,90,12,1526,"29","74",0,0,0,0,"1063"
"621963",3.5,90,14,1574,"3","68",0,0,0,0,"2395"
"641158",5.5,90,3,1621,"11","55",0,0,0,0,"1733"
"641159",4.5,90,10,1624,"8","74",0,0,0,0,"1065"
"648847",3.5,90,15,1647,"19","74",0,0,0,0,"2443"
"687603",2.5,90,13,1744,"14","74",0,0,0,0,"2016"
"695268",5,90,15,1765,"14","57",0,0,0,0,"2253"
"699162",3.5,90,6,1775,"23","74",0,0,0,0,"2399"
"753319",3.5,90,15,1910,"8","48",0,0,0,0,"2061"
"753321",2.5,90,15,1913,"13","61",0,0,0,0,"2022"
"772684",2.5,90,15,1960,"2","70",0,0,0,0,"1788"
"780497",3,90,15,1983,"11","74",0,0,0,0,"1323"
"799841",3.5,90,15,2033,"11","74",0,0,0,0,"256"
"807610",3,90,13,2054,"9","73",0,0,0,0,"2451"
"827068",4.5,90,15,2102,"8","41",0,0,0,0,"1758"
"838792",2.5,90,15,2131,"29","74",0,0,0,0,"2067"
"842625",6,90,15,2149,"4","74",0,0,0,0,"1254"
"854248",6,90,15,2175,"25","74",0,0,0,0,"1069"
"861935",5,90,12,2199,"24","61",0,0,0,0,"1901"
"873552",3,90,12,2222,"27","71",0,0,0,0,"1664"
"881293",4,90,3,2246,"7","48",0,0,0,0,"2407"
"893021",2.5,90,12,2272,"2","74",0,0,0,0,"2259"
"893022",2.5,90,15,2275,"27","71",0,0,0,0,"1666"
"896893",3.5,90,15,2284,"2","74",0,0,0,0,"456"
"920077",3,90,15,2344,"18","74",0,0,0,0,"2069"
"966611",4.5,90,15,2464,"19","74",0,0,0,0,"656"
"974328",4,90,12,2488,"29","74",0,0,0,0,"1260"
"985856",5.5,90,15,2519,"6","71",0,0,0,0,"1856"
"993532",4,90,15,2532,"17","74",0,0,0,0,"1990"
"1098331",3.5,90,15,2800,"11","74",0,0,0,0,"327"
"1106103",4,90,15,2825,"26","74",0,0,0,0,"1996"
"1133345",5.5,90,11,2895,"29","74",0,0,0,0,"2325"
"1141062",6.5,90,7,2916,"28","74",0,0,0,0,"2077"
"1172103",4,90,15,2992,"11","74",0,0,0,0,"1377"
"1187559",3,90,15,3039,"24","61",0,0,0,0,"2453"
"1195325",4.5,90,15,3051,"10","58",0,0,0,0,"260"
"1199242",7.5,90,15,3063,"16","74",0,0,0,0,"1264"
"1218621",4.5,90,15,3111,"11","74",0,0,0,0,"2263"
"1226391",3,90,11,3137,"9","74",0,0,0,0,"542"
"1253412",2.5,90,6,3208,"11","74",0,0,0,0,"1083"
"1264915",4.5,90,15,3234,"5","74",0,0,0,0,"2329"
"1280412",5.5,90,15,3278,"26","71",0,0,0,0,"1879"
"1311385",3,90,15,3353,"27","74",0,0,0,0,"2267"
"1326809",3,90,15,3397,"19","74",0,0,0,0,"2000"
"1365461",5,90,12,3497,"4","71",0,0,0,0,"1680"
"1377178",5,90,15,3520,"28","61",0,0,0,0,"2465"
"1384966",3,90,15,3541,"10","74",0,0,0,0,"1089"
"1388763",2.5,90,15,3557,"13","74",0,0,0,0,"458"
"1412104",3,90,14,3617,"7","71",0,0,0,0,"435"
"1419900",5.5,90,6,3639,"10","74",0,0,0,0,"2467"
"1431497",6,90,4,3665,"7","74",0,0,0,0,"268"
"1439226",5.5,90,15,3686,"11","62",0,0,0,0,"1833"
"1458675",3,90,15,3736,"11","48",0,0,0,0,"2421"
"1466513",3.5,90,5,3759,"17","74",0,0,0,0,"2083"
"1470369",6.5,90,15,3762,"19","56",0,0,0,0,"335"
"1478029",9,90,9,3783,"9","62",0,0,0,0,"2024"
"1497600",4.5,90,15,3830,"11","74",0,0,0,0,"1379"
