"","Sim","MeanSTSim","MeanSTAis","SdSTSim","SdSTAis","delta_mean_ST","delta_sd_ST","n_ais_all","n_sim_all","crit_D_all","RMSE_all","nRMSE_all","spear_r_all"
"1","2013_inci",16.6935840707965,11.3214756258235,27.6892124564922,10.6236009445055,-5.37210844497301,-17.0656115119867,759,452,0.072483940783496,25.5804268004683,0.631615476554773,0.663679655385691
